Time(s),Voltage(V)
0,-0.51171875
2E-05,-0.5070312499999999
4E-05,-0.5140625
6.000000000000001E-05,-0.5054687499999999
8E-05,-0.51171875
0.0001,-0.50859375
0.00012000000000000002,-0.5148437499999999
0.00014000000000000001,-0.50703125
0.00016,-0.5125
0.00018,-0.5101562500000001
0.0002,-0.50703125
0.00022,-0.5125000000000001
0.00024000000000000003,-0.5109375
0.00026000000000000003,-0.5125000000000001
0.00028000000000000003,-0.51484375
0.00030000000000000003,-0.50546875
0.00032,-0.50703125
0.00034,-0.5171874999999999
0.00036,-0.51328125
0.00038,-0.51171875
0.0004,-0.50859375
0.00042,-0.51484375
0.00044,-0.5125
0.00046,-0.5125
0.00048000000000000007,-0.5156249999999999
0.0005,-0.5078125
0.0005200000000000001,-0.51171875
0.00054,-0.5140625
0.0005600000000000001,-0.509375
0.00058,-0.5171875
0.0006000000000000001,-0.5132812499999999
0.00062,-0.5125000000000001
0.00064,-0.5109375
0.0006600000000000001,-0.5171875
0.00068,-0.50625
0.0007000000000000001,-0.521875
0.00072,-0.5125
0.0007400000000000001,-0.51484375
0.00076,-0.5078125
0.0007800000000000001,-0.5203125000000001
0.0008,-0.50703125
0.0008200000000000001,-0.52265625
0.00084,-0.5078125
0.0008600000000000001,-0.52265625
0.00088,-0.5109375
0.0009000000000000001,-0.51796875
0.00092,-0.50625
0.0009400000000000001,-0.525
0.0009600000000000001,-0.50703125
0.0009800000000000002,-0.52265625
0.001,-0.5062500000000001
0.00102,-0.52265625
0.0010400000000000001,-0.50859375
0.0010600000000000002,-0.52265625
0.00108,-0.50625
0.0011,-0.525
0.0011200000000000001,-0.50546875
0.0011400000000000002,-0.525
0.00116,-0.50625
0.00118,-0.525
0.0012000000000000001,-0.50625
0.0012200000000000002,-0.525
0.00124,-0.5085937500000001
0.00126,-0.5226562499999999
0.00128,-0.5109375
0.0013000000000000002,-0.5203125
0.0013200000000000002,-0.50625
0.00134,-0.525
0.00136,-0.5078125
0.0013800000000000002,-0.5226562499999999
0.0014000000000000002,-0.50625
0.00142,-0.525
0.00144,-0.5085937500000001
0.0014600000000000001,-0.5226562499999999
0.0014800000000000002,-0.50625
0.0015,-0.525
0.00152,-0.5085937500000001
0.0015400000000000001,-0.5226562499999999
0.0015600000000000002,-0.50625
0.00158,-0.525
0.0016,-0.50625
0.0016200000000000001,-0.525
0.0016400000000000002,-0.5085937500000001
0.0016600000000000002,-0.5226562499999999
0.00168,-0.50859375
0.0017000000000000001,-0.52265625
0.0017200000000000002,-0.5109375
0.0017400000000000002,-0.5203125
0.00176,-0.50625
0.0017800000000000001,-0.525
0.0018000000000000002,-0.50625
0.0018200000000000002,-0.525
0.00184,-0.5109375
0.00186,-0.5203125
0.0018800000000000002,-0.5109374999999999
0.0019000000000000002,-0.5203125000000001
0.0019200000000000003,-0.51328125
0.00194,-0.51796875
0.0019600000000000004,-0.51328125
0.00198,-0.51796875
0.002,-0.5109375
0.00202,-0.5203125
0.00204,-0.5085937500000001
0.00206,-0.5226562499999999
0.0020800000000000003,-0.5109375
0.0021000000000000003,-0.5203125
0.0021200000000000004,-0.5109374999999999
0.00214,-0.5203125000000001
0.00216,-0.5109375
0.00218,-0.5203125
0.0022,-0.51328125
0.00222,-0.51796875
0.0022400000000000002,-0.51328125
0.0022600000000000003,-0.51796875
0.0022800000000000003,-0.5203125
0.0023000000000000004,-0.5109375
0.00232,-0.515625
0.00234,-0.515625
0.00236,-0.5085937500000001
0.00238,-0.5226562499999999
0.0024000000000000002,-0.515625
0.0024200000000000003,-0.515625
0.0024400000000000003,-0.5109375
0.0024600000000000004,-0.5203125
0.00248,-0.5085937500000001
0.0025,-0.5226562499999999
0.00252,-0.5109374999999999
0.00254,-0.5203125000000001
0.00256,-0.51328125
0.0025800000000000003,-0.51796875
0.0026000000000000003,-0.5109375
0.0026200000000000004,-0.5203125
0.0026400000000000004,-0.515625
0.00266,-0.515625
0.00268,-0.5085937500000001
0.0027,-0.5226562499999999
0.00272,-0.5203125
0.0027400000000000002,-0.5109375
0.0027600000000000003,-0.515625
0.0027800000000000004,-0.515625
0.0028000000000000004,-0.5203125
0.00282,-0.5109375
0.00284,-0.50859375
0.00286,-0.52265625
0.00288,-0.515625
0.0029000000000000002,-0.515625
0.0029200000000000003,-0.5109375
0.0029400000000000003,-0.5203125
0.0029600000000000004,-0.515625
0.0029800000000000004,-0.515625
0.003,-0.5109375
0.00302,-0.5203125
0.00304,-0.5179687500000001
0.0030600000000000002,-0.5132812499999999
0.0030800000000000003,-0.5085937500000001
0.0031000000000000003,-0.5226562499999999
0.0031200000000000004,-0.5109375
0.0031400000000000004,-0.5203125
0.00316,-0.51328125
0.00318,-0.51796875
0.0032,-0.51328125
0.00322,-0.51796875
0.0032400000000000003,-0.515625
0.0032600000000000003,-0.515625
0.0032800000000000004,-0.51796875
0.0033000000000000004,-0.51328125
0.0033200000000000005,-0.5109375
0.00334,-0.5203125
0.00336,-0.51328125
0.00338,-0.51796875
0.0034000000000000002,-0.51328125
0.0034200000000000003,-0.51796875
0.0034400000000000003,-0.5109375
0.0034600000000000004,-0.5203125
0.0034800000000000005,-0.51328125
0.0035,-0.51796875
0.00352,-0.5085937500000001
0.00354,-0.5226562499999999
0.0035600000000000002,-0.5109375
0.0035800000000000003,-0.5203125
0.0036000000000000003,-0.5132812499999999
0.0036200000000000004,-0.5179687500000001
0.0036400000000000004,-0.50859375
0.0036600000000000005,-0.52265625
0.00368,-0.5109375
0.0037,-0.5203125
0.00372,-0.5085937500000001
