Time(s),Voltage(V)
0.0037400000000000003,-0.5226562499999999
0.0037600000000000003,-0.50625
0.0037800000000000004,-0.525
0.0038000000000000004,-0.50625
0.0038200000000000005,-0.525
0.0038400000000000005,-0.50859375
0.00386,-0.52265625
0.00388,-0.5085937500000001
0.0039000000000000003,-0.5226562499999999
0.003920000000000001,-0.5085937500000001
0.00394,-0.5226562499999999
0.00396,-0.50859375
0.00398,-0.52265625
0.004,-0.525
0.00402,0.521875
0.00404,0.49218749999999994
0.00406,0.50625
0.00408,0.4906249999999999
0.0041,0.5125000000000001
0.00412,0.49296874999999996
0.0041400000000000005,0.5125000000000001
0.0041600000000000005,0.49374999999999997
0.0041800000000000006,0.5125000000000001
0.004200000000000001,0.49218749999999994
0.004220000000000001,0.5125000000000001
0.004240000000000001,0.49374999999999997
0.004260000000000001,0.5125000000000001
0.00428,0.49374999999999997
0.0043,0.5125000000000001
0.00432,0.49218749999999994
0.00434,0.5125000000000001
0.00436,0.49374999999999997
0.00438,0.5125000000000001
0.0044,0.49609375
0.00442,0.5101562500000001
0.00444,0.49609375
0.00446,0.5101562500000001
0.0044800000000000005,0.4953125
0.0045000000000000005,0.51015625
0.004520000000000001,0.4984375
0.004540000000000001,0.5078125000000001
0.004560000000000001,0.49843750000000003
0.004580000000000001,0.5078125
0.004600000000000001,0.4984375
0.00462,0.5078125
0.00464,0.4984375
0.00466,0.5078125
0.00468,0.49609374999999994
0.0047,0.51015625
0.00472,0.49609375
0.00474,0.51015625
0.00476,0.503125
0.00478,0.5031249999999999
0.0048000000000000004,0.5054687499999999
0.0048200000000000005,0.50078125
0.0048400000000000006,0.5054687499999999
0.004860000000000001,0.50078125
0.004880000000000001,0.50078125
0.004900000000000001,0.50546875
0.004920000000000001,0.50546875
0.004940000000000001,0.5007812500000001
0.00496,0.5078125
0.00498,0.49843750000000003
0.005,0.5078125
0.00502,0.4984374999999999
0.00504,0.50546875
0.00506,0.50078125
0.00508,0.50546875
0.0051,0.50078125
0.00512,0.503125
0.0051400000000000005,0.503125
0.0051600000000000005,0.51015625
0.005180000000000001,0.49609374999999994
0.005200000000000001,0.5101562500000001
0.005220000000000001,0.49609374999999994
0.005240000000000001,0.51015625
0.005260000000000001,0.49609374999999994
0.005280000000000001,0.5125000000000001
0.0053,0.49374999999999997
0.00532,0.5125000000000001
0.00534,0.49374999999999997
0.00536,0.5101562500000001
0.00538,0.49609374999999994
0.0054,0.50546875
0.00542,0.5023437500000001
0.00544,0.5101562500000001
0.0054600000000000004,0.49609375
0.0054800000000000005,0.51015625
0.0055000000000000005,0.49609374999999994
0.005520000000000001,0.5078125000000001
0.005540000000000001,0.5
0.005560000000000001,0.5125000000000001
0.005580000000000001,0.49374999999999997
0.005600000000000001,0.5125000000000001
0.005620000000000001,0.49374999999999997
0.00564,0.5125000000000001
0.00566,0.49374999999999997
0.00568,0.5109375
0.0057,0.49687499999999996
0.00572,0.5078125
0.00574,0.49921874999999993
0.00576,0.5101562500000001
0.00578,0.49687499999999996
0.0058000000000000005,0.5125000000000001
0.0058200000000000005,0.49374999999999997
0.005840000000000001,0.5078125
0.005860000000000001,0.5
0.005880000000000001,0.5078125000000001
0.005900000000000001,0.49999999999999994
0.005920000000000001,0.5109375
0.005940000000000001,0.496875
0.005960000000000001,0.5125000000000001
0.00598,0.49374999999999997
0.006,0.5085937500000001
0.00602,0.49999999999999994
0.00604,0.5109375
0.00606,0.49687499999999996
0.00608,0.51015625
0.0061,0.49921874999999993
0.0061200000000000004,0.5062499999999999
0.0061400000000000005,0.503125
0.0061600000000000005,0.5109375
0.006180000000000001,0.49609375
0.006200000000000001,0.5125000000000001
0.006220000000000001,0.49687499999999996
